Date,Hour,Total_series_values
2019-02-21,4,1206.2
2019-02-21,5,1328.4
2019-02-21,6,1429.8
2019-02-21,7,1844.5
2019-02-21,8,2480.6
2019-02-21,9,2983.5
2019-02-21,10,3376.3
2019-02-21,11,3409.4
2019-02-21,12,3449.7
2019-02-21,13,3651.8
2019-02-21,14,3656.1
2019-02-21,15,3557
2019-02-21,16,3511.1
2019-02-21,17,3247.7
2019-02-21,18,2894.7
2019-02-21,19,2212.8
2019-02-21,20,1857.3
2019-02-21,21,1699.6
2019-02-21,22,1466
2019-02-21,23,1295.9
2019-02-22,0,1245.3
2019-02-22,1,1207.9
2019-02-22,2,1200.3
2019-02-22,3,1188.2
2019-02-22,4,1225.4
2019-02-22,5,1359.9
2019-02-22,6,1443
2019-02-22,7,1877.4
2019-02-22,8,2452.4
2019-02-22,9,2952.7
2019-02-22,10,3220.1
2019-02-22,11,3334.1
2019-02-22,12,3484.3
2019-02-22,13,3751.9
2019-02-22,14,3705.1
2019-02-22,15,3701.1
2019-02-22,16,3595.1
2019-02-22,17,3390.1
2019-02-22,18,2982.5
2019-02-22,19,2188.1
2019-02-22,20,1811.9
2019-02-22,21,1640.1
2019-02-22,22,1382.6
2019-02-22,23,1198.8
2019-02-23,0,1132.7
2019-02-23,1,1135.9
2019-02-23,2,1136.1
2019-02-23,3,1124.5
2019-02-23,4,1129
2019-02-23,5,1128
2019-02-23,6,1160.5
2019-02-23,7,1243.9
2019-02-23,8,1383.9
2019-02-23,9,1502.4
2019-02-23,10,1541.2
2019-02-23,11,1493.1
2019-02-23,12,1559.2
2019-02-23,13,1598.9
2019-02-23,14,1591.3
2019-02-23,15,1623.7
2019-02-23,16,1656.2
2019-02-23,17,1584.3
2019-02-23,18,1657.4
2019-02-23,19,1655.9
2019-02-23,20,1602.5
2019-02-23,21,1553.1
2019-02-23,22,1414.4
2019-02-23,23,1318.1
2019-02-24,0,1252.9
2019-02-24,1,1183.1
2019-02-24,2,1161.1
2019-02-24,3,1135.6
2019-02-24,4,1128
2019-02-24,5,1130.6
2019-02-24,6,1131
2019-02-24,7,1308.1
2019-02-24,8,1355.7
2019-02-24,9,1417.6
2019-02-24,10,1463.2
2019-02-24,11,1613
2019-02-24,12,1753.2
2019-02-24,13,1942.4
2019-02-24,14,2087.4
2019-02-24,15,2184.5
2019-02-24,16,2212.4
2019-02-24,17,2196.6
2019-02-24,18,2202.8
2019-02-24,19,1739.6
2019-02-24,20,1543.1
2019-02-24,21,1486.1
2019-02-24,22,1366.5
2019-02-24,23,1268.6
2019-02-25,0,1212.9
2019-02-25,1,1204.3
2019-02-25,2,1213.8
2019-02-25,3,1221.6
2019-02-25,4,1227.9
2019-02-25,5,1398.5
2019-02-25,6,1574.5
2019-02-25,7,2216.4
2019-02-25,8,2927.2
2019-02-25,9,3507.6
2019-02-25,10,4238.8
2019-02-25,11,4677.7
2019-02-25,12,4961.2
2019-02-25,13,5238.3
2019-02-25,14,5329.5
2019-02-25,15,5238
2019-02-25,16,5288.3
2019-02-25,17,5133.5
2019-02-25,18,4579
2019-02-25,19,3146.8
2019-02-25,20,2344.1
2019-02-25,21,2086.9
2019-02-25,22,1743.1
2019-02-25,23,1474.7
2019-02-26,0,1371.8
2019-02-26,1,1342.8
2019-02-26,2,1331.7
2019-02-26,3,1320.1
2019-02-26,4,1324.8
2019-02-26,5,1453.7
2019-02-26,6,1655
2019-02-26,7,2303.8
2019-02-26,8,3043.9
2019-02-26,9,3732
2019-02-26,10,4301.4
2019-02-26,11,4603.8
2019-02-26,12,4599.4
2019-02-26,13,4811.6
2019-02-26,14,4930.1
2019-02-26,15,4717.5
2019-02-26,16,4590.8
2019-02-26,17,4448.3
2019-02-26,18,4045.8
2019-02-26,19,2883.7
2019-02-26,20,2178.6
2019-02-26,21,1950.2
2019-02-26,22,1612.8
2019-02-26,23,1362.1
2019-02-27,0,1279.1
2019-02-27,1,1257.1
2019-02-27,2,1243.9
2019-02-27,3,1233.9
2019-02-27,4,1249.7
2019-02-27,5,1423
2019-02-27,6,1598.7
2019-02-27,7,1948.8
2019-02-27,8,2644.5
2019-02-27,9,3108.8
2019-02-27,10,3531.9
2019-02-27,11,3713.4
2019-02-27,12,4068.8
2019-02-27,13,4453.2
2019-02-27,14,4701.4
2019-02-27,15,4831
2019-02-27,16,4925.9
2019-02-27,17,4875.4
2019-02-27,18,4413.5
2019-02-27,19,3082.8
2019-02-27,20,2333.6
2019-02-27,21,2123.6
2019-02-27,22,1813
2019-02-27,23,1504.2
2019-02-28,0,1391.5
2019-02-28,1,1385.5
2019-02-28,2,1377.2
2019-02-28,3,1354.1
2019-02-28,4,1353.4
2019-02-28,5,1509.3
2019-02-28,6,1663
2019-02-28,7,2276.4
2019-02-28,8,3055.6
2019-02-28,9,3706.4
2019-02-28,10,4560.4
2019-02-28,11,5052.1
2019-02-28,12,5270.1
2019-02-28,13,5510.7
2019-02-28,14,5595.7
2019-02-28,15,5413.6
2019-02-28,16,5366.6
2019-02-28,17,5324.3
2019-02-28,18,4908.5
2019-02-28,19,3426.9
2019-02-28,20,2607.7
2019-02-28,21,2317.9
2019-02-28,22,1973.8
2019-02-28,23,1707.7
2019-03-01,0,1598.2
2019-03-01,1,1469.5
2019-03-01,2,1439.9
2019-03-01,3,1427.1
2019-03-01,4,1445.1
2019-03-01,5,1631
2019-03-01,6,1789
2019-03-01,7,2740.3
2019-03-01,8,3735.5
2019-03-01,9,4267.3
2019-03-01,10,4670.3
2019-03-01,11,5127
2019-03-01,12,5388.2
2019-03-01,13,5618.4
2019-03-01,14,5621.3
2019-03-01,15,5491
2019-03-01,16,5333.1
2019-03-01,17,5119.1
2019-03-01,18,4635.3
2019-03-01,19,3220.6
2019-03-01,20,2496.8
2019-03-01,21,2270.6
2019-03-01,22,1875.7
2019-03-01,23,1557.2
2019-03-02,0,1445.2
2019-03-02,1,1392.8
2019-03-02,2,1407
2019-03-02,3,1386.6
2019-03-02,4,1368.5
2019-03-02,5,1375
2019-03-02,6,1445.3
2019-03-02,7,1539.7
2019-03-02,8,1769.4
2019-03-02,9,1947.4
2019-03-02,10,2091.5
2019-03-02,11,2141.6
2019-03-02,12,2126.1
2019-03-02,13,2139.3
2019-03-02,14,2155.3
2019-03-02,15,2146.9
2019-03-02,16,2056.5
2019-03-02,17,1925.5
2019-03-02,18,2002.5
2019-03-02,19,1970.6
2019-03-02,20,1902.2
2019-03-02,21,1881.1
2019-03-02,22,1659.5
2019-03-02,23,1517.9
2019-03-03,0,1436.2
2019-03-03,1,1358
2019-03-03,2,1355
2019-03-03,3,1339
2019-03-03,4,1344
2019-03-03,5,1371.7
2019-03-03,6,1375
2019-03-03,7,1939.4
2019-03-03,8,2137.6
2019-03-03,9,2098.4
2019-03-03,10,2136.8
2019-03-03,11,2265.5
2019-03-03,12,2378.4
2019-03-03,13,2451.7
2019-03-03,14,2425.9
2019-03-03,15,2481.5
2019-03-03,16,2440.4
2019-03-03,17,2343.7
2019-03-03,18,2347.8
2019-03-03,19,1778.7
2019-03-03,20,1549.7
2019-03-03,21,1482.8
2019-03-03,22,1437.1
2019-03-03,23,1386.5
2019-03-04,0,1351.6
2019-03-04,1,1340.4
2019-03-04,2,1341.6
2019-03-04,3,1321.9
2019-03-04,4,1351.7
2019-03-04,5,1542.3
2019-03-04,6,1718.5
2019-03-04,7,2518.6
2019-03-04,8,3448.5
2019-03-04,9,4115.4
2019-03-04,10,4543.8
2019-03-04,11,4906
2019-03-04,12,5249.3
2019-03-04,13,5455.9
2019-03-04,14,5564.8
2019-03-04,15,5587.3
2019-03-04,16,5303.2
2019-03-04,17,5027
2019-03-04,18,4656.5
2019-03-04,19,3403.6
2019-03-04,20,2594.4
2019-03-04,21,2229.1
2019-03-04,22,1806.9
2019-03-04,23,1452.7
2019-03-05,0,1330.2
2019-03-05,1,1296
2019-03-05,2,1294.4
2019-03-05,3,1280.2
2019-03-05,4,1298.2
2019-03-05,5,1441.6
2019-03-05,6,1607.9
2019-03-05,7,2296.7
2019-03-05,8,3382.9
2019-03-05,9,3778.2
2019-03-05,10,4265.7
2019-03-05,11,4788.6
2019-03-05,12,5032.5
2019-03-05,13,5206.4
2019-03-05,14,5230.9
2019-03-05,15,5134
2019-03-05,16,4848.7
2019-03-05,17,4593.1
2019-03-05,18,4200.6
2019-03-05,19,3142.7
2019-03-05,20,2431.4
2019-03-05,21,2087.1
2019-03-05,22,1693.2
2019-03-05,23,1409.3
2019-03-06,0,1348.4
2019-03-06,1,1305.6
2019-03-06,2,1296.1
2019-03-06,3,1278.4
2019-03-06,4,1267.3
2019-03-06,5,1404
2019-03-06,6,1603.2
2019-03-06,7,1998.7
2019-03-06,8,2863.5
2019-03-06,9,3321.4
2019-03-06,10,3681.1
2019-03-06,11,3837.1
2019-03-06,12,4020.5
2019-03-06,13,3971.7
2019-03-06,14,3991.7
2019-03-06,15,3885
2019-03-06,16,3664.6
2019-03-06,17,3614
2019-03-06,18,3387
2019-03-06,19,2772
2019-03-06,20,2296.6
2019-03-06,21,2023.1
2019-03-06,22,1575.3
2019-03-06,23,1302.6
2019-03-07,0,1243.3
2019-03-07,1,1231
2019-03-07,2,1225.1
2019-03-07,3,1226.2
2019-03-07,4,1228.9
2019-03-07,5,1346.2
2019-03-07,6,1572.5
2019-03-07,7,2099
2019-03-07,8,3012.5
2019-03-07,9,3366.6
2019-03-07,10,3674.2
2019-03-07,11,3798.7
2019-03-07,12,3935
2019-03-07,13,4102.1
2019-03-07,14,4211.5
2019-03-07,15,4173.4
2019-03-07,16,4040.7
2019-03-07,17,3830.3
2019-03-07,18,3607.5
2019-03-07,19,2935.9
2019-03-07,20,2400.3
2019-03-07,21,2127.8
2019-03-07,22,1705.8
2019-03-07,23,1419.9
2019-03-08,0,1332.4
2019-03-08,1,1284.6
2019-03-08,2,1260
2019-03-08,3,1258.5
2019-03-08,4,1274.6
2019-03-08,5,1382.9
2019-03-08,6,1541.8
2019-03-08,7,1939.9
2019-03-08,8,2828.3
2019-03-08,9,3248.1
2019-03-08,10,3631.4
2019-03-08,11,3960.8
2019-03-08,12,4158.2
2019-03-08,13,4390.7
2019-03-08,14,4542.7
2019-03-08,15,4466.1
2019-03-08,16,4275
2019-03-08,17,4005.8
2019-03-08,18,3633.7
2019-03-08,19,2914.6
2019-03-08,20,2343.1
2019-03-08,21,2092.5
2019-03-08,22,1732.3
2019-03-08,23,1424
2019-03-09,0,1308.8
2019-03-09,1,1281.3
2019-03-09,2,1288.2
2019-03-09,3,1286.6
2019-03-09,4,1270.7
2019-03-09,5,1278.5
2019-03-09,6,1283.4
2019-03-09,7,1411.8
2019-03-09,8,1576.8
2019-03-09,9,1700.5
2019-03-09,10,1823.8
2019-03-09,11,1890.5
2019-03-09,12,1915.2
2019-03-09,13,1907.5
2019-03-09,14,1972.3
2019-03-09,15,2049.2
2019-03-09,16,1949.6
2019-03-09,17,1750.8
2019-03-09,18,1719.2
2019-03-09,19,1688
2019-03-09,20,1643.3
2019-03-09,21,1617.9
2019-03-09,22,1412.9
2019-03-09,23,1307.9
2019-03-10,0,1281.1
2019-03-10,1,1261.3
2019-03-10,2,1245.9
2019-03-10,3,1245.9
2019-03-10,4,1241.2
2019-03-10,5,1259.8
2019-03-10,6,1260.5
2019-03-10,7,1456.8
2019-03-10,8,1480.2
2019-03-10,9,1520.2
2019-03-10,10,1598.3
2019-03-10,11,1669.8
2019-03-10,12,1696
2019-03-10,13,1824.2
2019-03-10,14,1731.2
2019-03-10,15,1773.6
2019-03-10,16,1632.1
2019-03-10,17,1450.8
2019-03-10,18,1512.2
2019-03-10,19,1382
2019-03-10,20,1314.3
2019-03-10,21,1334.8
2019-03-10,22,1327.7
2019-03-10,23,1272.2
2019-03-11,0,1225.9
2019-03-11,1,1224.7
2019-03-11,2,1232.3
2019-03-11,3,1213
2019-03-11,4,1231.6
2019-03-11,5,1400
2019-03-11,6,1563.6
2019-03-11,7,2016.8
2019-03-11,8,2866.5
2019-03-11,9,3306.5
2019-03-11,10,3802.9
2019-03-11,11,4073.1
2019-03-11,12,4390.7
2019-03-11,13,4632
2019-03-11,14,4674
2019-03-11,15,4535.4
2019-03-11,16,4255.5
2019-03-11,17,4023
2019-03-11,18,3727.8
2019-03-11,19,2903.2
2019-03-11,20,2359.2
2019-03-11,21,2065.1
2019-03-11,22,1624.8
2019-03-11,23,1386.8
2019-03-12,0,1315.7
2019-03-12,1,1285.2
2019-03-12,2,1297
2019-03-12,3,1324.6
2019-03-12,4,1324.8
2019-03-12,5,1457.6
2019-03-12,6,1602.7
2019-03-12,7,1972.5
2019-03-12,8,2892.6
2019-03-12,9,3336.2
2019-03-12,10,3816.5
2019-03-12,11,4035.5
2019-03-12,12,4146.6
2019-03-12,13,4143.6
2019-03-12,14,4128.5
2019-03-12,15,4044.3
2019-03-12,16,3718.6
2019-03-12,17,3564.1
2019-03-12,18,3290.6
2019-03-12,19,2706.2
2019-03-12,20,2197.5
2019-03-12,21,1915
2019-03-12,22,1523.1
2019-03-12,23,1276.8
2019-03-13,0,1217.3
2019-03-13,1,1209.5
2019-03-13,2,1183.9
2019-03-13,3,1175.5
2019-03-13,4,1190.9
2019-03-13,5,1335.2
2019-03-13,6,1523.6
2019-03-13,7,2030.2
2019-03-13,8,2832.4
2019-03-13,9,3222.6
2019-03-13,10,3517.8
2019-03-13,11,3763.6
2019-03-13,12,3971
2019-03-13,13,4253.1
2019-03-13,14,4208.9
2019-03-13,15,4080.5
2019-03-13,16,3947.3
2019-03-13,17,3702.6
2019-03-13,18,3368.5
2019-03-13,19,2787
2019-03-13,20,2296.4
2019-03-13,21,1975.8
2019-03-13,22,1569.2
2019-03-13,23,1332
2019-03-14,0,1242.3
2019-03-14,1,1234.9
2019-03-14,2,1213.8
2019-03-14,3,1202
2019-03-14,4,1224.9
2019-03-14,5,1387.7
2019-03-14,6,1577.2
2019-03-14,7,2052
2019-03-14,8,2866.3
2019-03-14,9,3249
2019-03-14,10,3611.2
2019-03-14,11,3875.9
2019-03-14,12,4153.5
2019-03-14,13,4384.7
2019-03-14,14,4575.4
2019-03-14,15,4441.4
2019-03-14,16,4204.4
2019-03-14,17,4131.8
2019-03-14,18,3737
2019-03-14,19,2994.5
2019-03-14,20,2401.4
2019-03-14,21,2102.3
2019-03-14,22,1747.1
2019-03-14,23,1456.6
2019-03-15,0,1357.4
2019-03-15,1,1298
2019-03-15,2,1284.3
2019-03-15,3,1281.3
2019-03-15,4,1282.8
2019-03-15,5,1427.2
2019-03-15,6,1592.2
2019-03-15,7,2036.1
2019-03-15,8,2834.4
2019-03-15,9,3360.4
2019-03-15,10,3790.4
2019-03-15,11,3913.4
2019-03-15,12,4015.7
2019-03-15,13,4201.3
2019-03-15,14,4375.7
2019-03-15,15,4329.6
2019-03-15,16,4105.9
2019-03-15,17,3912.3
2019-03-15,18,3547.5
2019-03-15,19,2761.8
2019-03-15,20,2232.5
2019-03-15,21,2002.6
2019-03-15,22,1666.6
2019-03-15,23,1362.7
2019-03-16,0,1272.2
2019-03-16,1,1243.5
2019-03-16,2,1252.6
2019-03-16,3,1238.4
2019-03-16,4,1229.1
2019-03-16,5,1222.2
2019-03-16,6,1229.6
2019-03-16,7,1291.8
2019-03-16,8,1487.1
2019-03-16,9,1613.6
2019-03-16,10,1747.4
2019-03-16,11,1799.9
2019-03-16,12,1874.6
2019-03-16,13,1837.7
2019-03-16,14,1885.6
2019-03-16,15,1893.2
2019-03-16,16,1900.2
2019-03-16,17,1736.8
2019-03-16,18,1708.2
2019-03-16,19,1688.4
2019-03-16,20,1626.7
2019-03-16,21,1573.1
2019-03-16,22,1372.2
2019-03-16,23,1280.1
2019-03-17,0,1254.6
2019-03-17,1,1215.7
2019-03-17,2,1213.4
2019-03-17,3,1196.6
2019-03-17,4,1188.9
2019-03-17,5,1191.1
2019-03-17,6,1204
2019-03-17,7,1410.3
2019-03-17,8,1431.7
2019-03-17,9,1428.4
2019-03-17,10,1525.3
2019-03-17,11,1631.9
2019-03-17,12,1699.8
2019-03-17,13,1838.3
2019-03-17,14,1894.3
2019-03-17,15,1890.7
2019-03-17,16,1828.5
2019-03-17,17,1841.6
2019-03-17,18,1859.4
2019-03-17,19,1524.6
2019-03-17,20,1407.7
2019-03-17,21,1387.6
2019-03-17,22,1345.7
2019-03-17,23,1277.3
2019-03-18,0,1242.6
2019-03-18,1,1239.9
2019-03-18,2,1255.8
2019-03-18,3,1224.9
2019-03-18,4,1247.4
2019-03-18,5,1384.6
2019-03-18,6,1587.8
2019-03-18,7,2040.9
2019-03-18,8,2863.5
2019-03-18,9,3404.7
2019-03-18,10,3860.4
2019-03-18,11,4345.5
2019-03-18,12,4792.3
2019-03-18,13,5082.3
2019-03-18,14,5116.8
2019-03-18,15,5036.9
2019-03-18,16,5021.3
2019-03-18,17,4823
2019-03-18,18,4361.8
2019-03-18,19,3266.3
2019-03-18,20,2517.5
2019-03-18,21,2207.4
2019-03-18,22,1769.2
2019-03-18,23,1459
2019-03-19,0,1367.1
2019-03-19,1,1344.5
2019-03-19,2,1334.8
2019-03-19,3,1317.8
2019-03-19,4,1316.2
2019-03-19,5,1466.8
2019-03-19,6,1626.6
2019-03-19,7,2159.1
2019-03-19,8,3147
2019-03-19,9,3717.4
2019-03-19,10,4114.8
2019-03-19,11,4569.6
2019-03-19,12,4898.5
2019-03-19,13,5132.5
2019-03-19,14,5187.6
2019-03-19,15,5098.8
2019-03-19,16,4949.9
2019-03-19,17,4685.9
2019-03-19,18,4257.8
2019-03-19,19,3245.6
2019-03-19,20,2548.5
2019-03-19,21,2185
2019-03-19,22,1676
2019-03-19,23,1412.4
2019-03-20,0,1329.3
2019-03-20,1,1309.2
2019-03-20,2,1298.8
2019-03-20,3,1296
2019-03-20,4,1312.5
2019-03-20,5,1487.5
2019-03-20,6,1651.7
2019-03-20,7,2299.8
2019-03-20,8,3203.7
2019-03-20,9,3741.3
2019-03-20,10,4248.4
2019-03-20,11,4676.2
2019-03-20,12,4968.2
2019-03-20,13,5076.8
2019-03-20,14,5076.3
2019-03-20,15,5086.8
2019-03-20,16,4917.9
2019-03-20,17,4737.4
2019-03-20,18,4409.1
2019-03-20,19,3396.7
2019-03-20,20,2672.4
2019-03-20,21,2289.6
2019-03-20,22,1812.5
2019-03-20,23,1495.1
2019-03-21,0,1438.4
2019-03-21,1,1459.1
2019-03-21,2,1427.8
2019-03-21,3,1059.3
2019-03-21,4,1388.5
2019-03-21,5,1531.7
2019-03-21,6,1660
2019-03-21,7,2193.6
2019-03-21,8,3233.7
2019-03-21,9,3866.2
2019-03-21,10,4193.5
2019-03-21,11,4529.6
2019-03-21,12,4923.1
2019-03-21,13,5140.7
2019-03-21,14,5175
2019-03-21,15,5114.2
2019-03-21,16,5042.6
2019-03-21,17,4853.3
2019-03-21,18,4319.2
2019-03-21,19,3380.8
2019-03-21,20,2758.8
2019-03-21,21,2445.1
2019-03-21,22,1910
2019-03-21,23,1569.2
2019-03-22,0,1475.8
2019-03-22,1,1417.4
2019-03-22,2,1367.6
2019-03-22,3,1348.7
2019-03-22,4,1368.9
2019-03-22,5,1521.4
2019-03-22,6,1658.7
2019-03-22,7,2254.9
2019-03-22,8,3206.9
2019-03-22,9,3796.9
2019-03-22,10,4069.5
2019-03-22,11,4421.4
2019-03-22,12,4760
2019-03-22,13,5020.5
2019-03-22,14,5134.1
2019-03-22,15,5228.4
2019-03-22,16,5218.6
2019-03-22,17,4967.3
2019-03-22,18,4529.4
2019-03-22,19,3276.6
2019-03-22,20,2527.2
2019-03-22,21,2226
2019-03-22,22,1805.4
2019-03-22,23,1495.3
2019-03-23,0,1433.2
2019-03-23,1,1438
2019-03-23,2,1406.5
2019-03-23,3,1387.8
2019-03-23,4,1382.9
2019-03-23,5,1379.4
2019-03-23,6,1421.3
2019-03-23,7,1510.7
2019-03-23,8,1709.8
2019-03-23,9,1866
2019-03-23,10,2061.7
2019-03-23,11,2197.4
2019-03-23,12,2165.7
2019-03-23,13,2089.7
2019-03-23,14,2148.2
2019-03-23,15,2280.3
2019-03-23,16,2508.1
2019-03-23,17,2427.2
2019-03-23,18,2267.1
2019-03-23,19,2008.3
2019-03-23,20,1842.9
2019-03-23,21,1801.2
2019-03-23,22,1584.4
2019-03-23,23,1439.6
2019-03-24,0,1406
2019-03-24,1,1380.4
2019-03-24,2,1369.7
2019-03-24,3,1364.3
2019-03-24,4,1365.6
2019-03-24,5,1366.9
2019-03-24,6,1376.4
2019-03-24,7,1571.1
2019-03-24,8,1649.5
2019-03-24,9,1693.7
2019-03-24,10,1737.6
2019-03-24,11,1835.4
2019-03-24,12,1973.9
2019-03-24,13,2067.4
2019-03-24,14,2149
2019-03-24,15,2191.6
2019-03-24,16,2222.9
2019-03-24,17,2072.3
2019-03-24,18,1988.6
2019-03-24,19,1744
2019-03-24,20,1660.6
2019-03-24,21,1614.7
2019-03-24,22,1582.1
2019-03-24,23,1521
2019-03-25,0,1482
2019-03-25,1,1442.3
2019-03-25,2,1431.7
2019-03-25,3,1418.9
2019-03-25,4,1423.5
2019-03-25,5,1587.8
2019-03-25,6,1721.6
2019-03-25,7,2145.4
2019-03-25,8,2942
2019-03-25,9,3395.1
2019-03-25,10,3741.3
2019-03-25,11,4001.8
2019-03-25,12,4097.5
2019-03-25,13,4156.6
2019-03-25,14,4066.8
2019-03-25,15,3932.8
2019-03-25,16,3679.5
2019-03-25,17,3587.1
2019-03-25,18,3352.9
2019-03-25,19,2898.6
2019-03-25,20,2435.8
2019-03-25,21,2134.5
2019-03-25,22,1697.8
2019-03-25,23,1398.3
2019-03-26,0,1334.1
2019-03-26,1,1313.4
2019-03-26,2,1301.4
2019-03-26,3,1302.6
2019-03-26,4,1328.9
2019-03-26,5,1452.6
2019-03-26,6,1607.5
2019-03-26,7,2026.7
2019-03-26,8,2822.9
2019-03-26,9,3348.3
2019-03-26,10,3670.1
2019-03-26,11,3868.8
2019-03-26,12,4016
2019-03-26,13,4135
2019-03-26,14,4095.7
2019-03-26,15,4096.9
2019-03-26,16,3985.5
2019-03-26,17,3754
2019-03-26,18,3442.1
2019-03-26,19,2981.9
2019-03-26,20,2484.6
2019-03-26,21,2162.3
2019-03-26,22,1746
2019-03-26,23,1442.9
2019-03-27,0,1366.1
2019-03-27,1,1349.8
2019-03-27,2,1350.8
2019-03-27,3,1349.1
2019-03-27,4,1376.6
2019-03-27,5,1517
2019-03-27,6,1696.3
2019-03-27,7,2011.6
2019-03-27,8,2893
2019-03-27,9,3325.7
2019-03-27,10,3742.6
2019-03-27,11,3939.4
2019-03-27,12,4060.6
2019-03-27,13,4322.8
2019-03-27,14,4367.6
2019-03-27,15,4254.8
2019-03-27,16,4044.4
2019-03-27,17,3888.2
2019-03-27,18,3550.7
2019-03-27,19,2928.3
2019-03-27,20,2425.4
2019-03-27,21,2134.5
2019-03-27,22,1714.3
2019-03-27,23,1419.2
2019-03-28,0,1352
2019-03-28,1,1351.3
2019-03-28,2,1340.3
2019-03-28,3,1330.1
2019-03-28,4,1342.6
2019-03-28,5,1485
2019-03-28,6,1688.1
2019-03-28,7,2033.6
2019-03-28,8,2810.2
2019-03-28,9,3270
2019-03-28,10,3583.4
2019-03-28,11,3899.4
2019-03-28,12,4238.5
2019-03-28,13,4563.5
2019-03-28,14,4727
2019-03-28,15,4705.6
2019-03-28,16,4572.2
2019-03-28,17,4358
2019-03-28,18,4045.4
2019-03-28,19,3294.1
2019-03-28,20,2728.7
2019-03-28,21,2369
2019-03-28,22,1936.5
2019-03-28,23,1595
2019-03-29,0,1473.3
2019-03-29,1,1433
2019-03-29,2,1409.8
2019-03-29,3,1399.4
2019-03-29,4,1397.5
2019-03-29,5,1539.8
2019-03-29,6,1648.8
2019-03-29,7,2042.7
2019-03-29,8,2886.5
2019-03-29,9,3396.8
2019-03-29,10,3898.9
2019-03-29,11,4154.8
2019-03-29,12,4301.6
2019-03-29,13,4647.4
2019-03-29,14,4668.7
2019-03-29,15,4654.9
2019-03-29,16,4446.9
2019-03-29,17,4240.1
2019-03-29,18,3835.4
2019-03-29,19,2974.6
2019-03-29,20,2440.2
2019-03-29,21,2098
2019-03-29,22,1688.4
2019-03-29,23,1427.2
2019-03-30,0,1357.1
2019-03-30,1,1332.9
2019-03-30,2,1331
2019-03-30,3,1309.9
2019-03-30,4,1320.5
2019-03-30,5,1321.4
2019-03-30,6,1372.6
2019-03-30,7,1456.3
2019-03-30,8,1638
2019-03-30,9,1772.3
2019-03-30,10,1916.3
2019-03-30,11,1974
2019-03-30,12,1988.6
2019-03-30,13,1984.2
2019-03-30,14,2057
2019-03-30,15,1963.3
2019-03-30,16,1811
2019-03-30,17,1731.9
2019-03-30,18,1695.2
2019-03-30,19,1596.8
2019-03-30,20,1585.1
2019-03-30,21,1541
2019-03-30,22,1433
2019-03-30,23,1374.5
2019-03-31,0,1349.3
2019-03-31,1,1343.1
2019-03-31,2,1342.7
2019-03-31,3,1337.3
2019-03-31,4,1316.6
2019-03-31,5,1334
2019-03-31,6,1337
2019-03-31,7,1668.1
2019-03-31,8,1646.9
2019-03-31,9,1613.3
2019-03-31,10,1651.1
2019-03-31,11,1695.2
2019-03-31,12,1676.8
2019-03-31,13,1634
2019-03-31,14,1646.3
2019-03-31,15,1612.9
2019-03-31,16,1572.7
2019-03-31,17,1466.3
2019-03-31,18,1430.9
2019-03-31,19,1359.4
2019-03-31,20,1314.8
2019-03-31,21,1329.4
2019-03-31,22,1336.1
2019-03-31,23,1284.2
2019-04-01,0,1272.4
2019-04-01,1,1260.4
2019-04-01,2,1246.4
2019-04-01,3,1242.2
2019-04-01,4,1265.4
2019-04-01,5,1454.4
2019-04-01,6,1615.4
2019-04-01,7,2069.7
2019-04-01,8,2832.9
2019-04-01,9,3350.8
2019-04-01,10,3719.5
2019-04-01,11,3932.6
2019-04-01,12,4023.2
2019-04-01,13,4053.9
2019-04-01,14,4044.2
2019-04-01,15,3867.7
2019-04-01,16,3708.2
2019-04-01,17,3477
2019-04-01,18,3247.3
2019-04-01,19,2873.6
2019-04-01,20,2452.7
2019-04-01,21,2179.9
2019-04-01,22,1771
2019-04-01,23,1485.2
2019-04-02,0,1394.8
2019-04-02,1,1368.6
2019-04-02,2,1388
2019-04-02,3,1373.8
2019-04-02,4,1383.1
2019-04-02,5,1504.3
2019-04-02,6,1661.7
2019-04-02,7,2156.1
2019-04-02,8,2964.6
2019-04-02,9,3418.1
2019-04-02,10,3754.7
2019-04-02,11,3894.4
2019-04-02,12,3987.1
2019-04-02,13,4262.8
2019-04-02,14,4357
2019-04-02,15,4299.8
2019-04-02,16,4139.5
2019-04-02,17,4000.6
2019-04-02,18,3789.9
2019-04-02,19,3110.1
2019-04-02,20,2495.6
2019-04-02,21,2147.1
2019-04-02,22,1695.2
2019-04-02,23,1432.5
2019-04-03,0,1378.3
2019-04-03,1,1351.8
2019-04-03,2,1357.7
2019-04-03,3,1319.6
2019-04-03,4,1330.4
2019-04-03,5,1465.3
2019-04-03,6,1632
2019-04-03,7,1969.9
2019-04-03,8,2792.6
2019-04-03,9,3320.1
2019-04-03,10,3704.1
2019-04-03,11,4144.7
2019-04-03,12,4379.4
2019-04-03,13,4547
2019-04-03,14,4553.1
2019-04-03,15,4405.1
2019-04-03,16,4133.5
2019-04-03,17,3873.2
2019-04-03,18,3488
2019-04-03,19,2858.8
2019-04-03,20,2352.9
2019-04-03,21,2103.5
2019-04-03,22,1672.4
2019-04-03,23,1394
2019-04-04,0,1330.3
2019-04-04,1,1315
2019-04-04,2,1310.5
2019-04-04,3,1299.9
2019-04-04,4,1296.8
2019-04-04,5,1432.8
2019-04-04,6,1631.6
2019-04-04,7,2036.7
2019-04-04,8,2902.3
2019-04-04,9,3336.7
2019-04-04,10,3661.2
